timestamp,Gender,Age,Role_raw,Education,Experience,Institution,CT1,CT2,CT3,CT4,CT5,"Theo Anh/Chị, điểm mạnh lớn nhất của chương trình đào tạo hiện nay là gì?",Hạn chế quan trọng nhất cần điều chỉnh là gì?,GV1,GV2,GV3,GV4,GV5,Năng lực nào của giảng viên cần được bồi dưỡng ưu tiên trong giai đoạn tới?,CS1,CS2,CS3,CS4,QL1,QL2,QL3,QL4,PH1,PH2,PH3,PH4,GP1,GP2,GP3,GP4,GP5,"Theo Anh/Chị, giải pháp then chốt nhất để nâng cao chất lượng đào tạo nhân lực ngành kinh tế là gì?",Những rào cản lớn nhất khi triển khai các giải pháp trên hiện nay?,Role,missing_rate,straight_liner,timestamp_parsed,qc_item_out_of_range,qc_all_same,qc_low_var,qc_straight_liner,age_band,exp_band,qc_logic_inconsistent,response_hash,dup_rank,qc_duplicate,qc_exclude_final
2026-01-20 16:57:57.196,Khác,25–34,Sinh viên,Khác,5–10 năm,FTU,3,3,3,3,3,k bt,k bt,4,4,4,4,4,k bt,3,3,3,3,4,4,4,4,4,3,3,3,3,4,3,4,3,k bt,k bt,Sinh viên,0.0,False,2026-01-20 16:57:57.196,False,False,False,False,2,2.0,False,feca2f2997f2039c1031206418986bcf,1,False,False
2026-01-20 16:58:57.099,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,3,4,3,4,3,nan,nan,3,4,4,4,3,nan,2,2,4,2,4,3,4,4,4,4,4,4,3,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:58:57.099,False,False,False,False,1,1.0,False,9f3d31c91604197b27567336630d63c8,1,False,False
2026-01-20 16:59:12.076,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,4,4,4,"Chương trình không chỉ cung cấp kiến thức lý luận mà còn giúp sinh viên rèn luyện tư duy logic, tư duy phản biện và khả năng nhìn nhận các vấn đề xã hội một cách toàn diện, biện chứng. Bên cạnh đó, nội dung học tập có sự gắn kết với thực tiễn, góp phần giúp sinh viên hiểu rõ hơn về vai trò của bản thân trong bối cảnh phát triển của đất nước.","Theo em, kiến thức còn mang tính khái quát, trừu tượng, dễ khiến người học tiếp thu theo hướng ghi nhớ hơn là vận dụng.",5,4,4,4,4,Em thấy không cần gì nữa ạ,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:59:12.076,False,False,False,False,1,1.0,False,883ba8ae3bb54eb3f60384138b443645,1,False,False
2026-01-20 16:59:37.133,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,3,5,3,4,5,"Chương trình cho sinh viên cơ hội được tự tìm hiểu năng lực kinh tế số, tạo điều kiện cho sinh viên và giúp cho chúng em có những kĩ năng phù hợp với thị trường lao động.",Em mong muốn các thầy cô hướng dẫn và định hướng phù hợp.,4,4,4,4,4,Không có ạ.,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,"Theo em, giải pháp then chốt để nâng cao chất lượng đào tạo là sinh viên được thực hành và ứng dụng chặt chẽ với nội dung học.",Rào cản lớn nhất theo em là kỹ năng và trình độ người học chưa đồng đều.,Sinh viên,0.0,False,2026-01-20 16:59:37.133,False,False,False,False,1,1.0,False,96d57b4786c8294434ca77a88304b7a2,1,False,False
2026-01-20 16:59:56.045,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại Thương,4,3,2,2,4,Dễ tiếp cận đối với sinh viên,Không có ạ.,4,4,3,2,3,Không có ạ.,4,4,3,3,4,3,3,4,4,3,3,4,3,3,4,3,4,Chú trọng vào nguồn nhân lực ạ.,Không có ạ.,Sinh viên,0.0,False,2026-01-20 16:59:56.045,False,False,False,False,1,1.0,False,848d47f1c5408f357c627a2e0a7e6a57,1,False,False
2026-01-20 17:00:22.597,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,5,3,4,3,3,nan,nan,5,4,5,4,4,nan,4,4,4,4,4,4,4,4,3,3,4,4,5,5,4,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 17:00:22.597,False,False,False,False,1,1.0,False,af52a73efd8bc50fa5e4d1300c18f384,1,False,False
2026-01-20 17:00:55.834,Nữ,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại thương,4,3,4,4,4,nan,nan,5,4,3,3,3,nan,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 17:00:55.834,False,False,False,False,1,,False,8fd8d4ffb49c6d8e0264a2437732e0e6,1,False,False
2026-01-20 17:00:59.889,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,ĐH Ngoại Thương,3,3,3,3,3,Giảng dạy bằng tiếng anh,nan,3,3,2,3,3,nan,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,nan,nan,Sinh viên,0.0,False,2026-01-20 17:00:59.889,False,False,False,False,1,1.0,False,1c3182677524eae8be6dd517531dfca9,1,False,False
2026-01-20 17:01:53.491,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại Thương,4,4,5,5,5,Giảng viên nhiệt tình,Không có,5,5,4,4,5,Không có,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 17:01:53.491,False,False,False,False,1,1.0,False,62b5a9351de4170bd7dbba091c44c767,1,False,False
2026-01-20 17:01:55.836,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường đại học Ngoại Thương,4,4,3,3,4,"Chương trình tích cực cập nhật đổi mới theo xu hướng trí tuệ nhân tạo, đồng thời có giới thiệu nhiều phương pháp sử dụng AI",Nên có thêm nhiều bộ môn hoặc bài tập có thực hành để thể hiện rõ tác dụng của việc sử dụng AI đúng cách với kinh tế,4,4,4,4,4,Năng lực ứng dụng công nghệ số vào bối cảnh kinh tế,4,4,4,4,4,4,3,4,3,5,4,3,5,5,4,5,4,Tích cực tích hợp chuyển đổi số vào quy trình giảng dạy,nan,Sinh viên,0.0,False,2026-01-20 17:01:55.836,False,False,False,False,1,1.0,False,0b692e5afe18819ee496ed36591e0445,1,False,False
2026-01-20 17:02:30.607,Nam,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại Thương,4,4,4,4,3,Tính thực tế của các chương trình đào tạo cũng như sự liên kết của các chương trình giữa nhà tuyển dụng và người lao động,nan,5,4,5,4,4,n/A,3,4,5,3,4,5,5,4,4,4,5,4,5,4,5,4,4,"Rèn giữa từ giai đoạn ""sinh viên"" bằng cách phổ cập thêm kiến thức thực tế cũng như liên kết với những chương trình đào tạo/việc làm để lấy kinh nghiệm đầu tay",tâm lý chưa sẵn sàng và ngại của phần lớn sinh viên,Sinh viên,0.0,False,2026-01-20 17:02:30.607,False,False,False,False,1,,False,cd28ebf3405ffff5800a5808ef19d9bc,1,False,False
2026-01-20 17:02:39.369,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,Trường Đại học Ngoại thương,4,4,4,3,4,"tính ứng dụng, networking",mong muốn được trải nghiệm đi thực tế nhiều hơn,5,5,4,4,4,nan,3,4,4,3,4,4,3,4,4,3,3,3,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 17:02:39.369,False,False,False,False,1,1.0,False,4bc9f7ca794b884f287fb2f66f0fe6e9,1,False,False
2026-01-20 17:02:39.767,Nữ,Dưới 25,Sinh viên,Đại học,nan,Trường ĐH Ngoại thương,3,3,3,3,3,nan,nan,3,3,3,3,3,nan,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 17:02:39.767,False,False,False,False,1,,False,0431f0c20c67f132269d4ac0f2c2d7b9,1,False,False
2026-01-20 17:03:04.019,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,1,5,5,"Chương trình dẫn đầu trong quá trình công nghệ hoá, hiện đại hoá và hội nhập hoá; cũng như kèm theo kiến thức cơ bản để đào tạo kỹ năng chuẩn bị cho thời đại mới.","Chương trình tiếp nhận công nghệ mới tương đối sâu, có thể bị ảnh hưởng đến phương hướng sáng tạo tương lai.",5,5,5,5,5,"Mọi năng lực đều quan trọng trong sự bồi dưỡng, kể cả nếu năng lực ứng dụng và cập nhật tài liệu phù hợp có sự ưu tiên.",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,Các phương hướng giải pháp hiện nay đã là hiệu quả để năng cao chất lượng nhân lực ngành kinh tế.,Không có quan điểm rõ trong khía cạnh này.,Sinh viên,0.0,False,2026-01-20 17:03:04.019,False,False,False,False,1,1.0,False,6fbf823843d905267c9fbc2a19572964,1,False,False
2026-01-20 17:03:45.957,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,3,3,3,3,3,nan,nan,4,4,4,4,4,nan,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 17:03:45.957,False,False,False,False,1,1.0,False,72ff313b603a9435695606d05b22a5c2,1,False,False
2026-01-20 17:04:06.474,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,4,4,5,5,5,nan,nan,5,5,5,5,5,nan,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,thực hành đi đôi lý thuyết,"thiếu kinh phí đầu tư, khác lý thuyết thực hành, học chương trình nc ngoài nhưng nhiều cty vẫn còn mag văn hoá việt",Sinh viên,0.0,False,2026-01-20 17:04:06.474,False,False,False,False,1,1.0,False,d6ec1b26aae2e37f82db38dce9665d1d,1,False,False
2026-01-20 17:04:34.520,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,4,4,4,3,4,nan,nan,4,4,5,5,4,nan,4,4,4,4,4,5,4,5,4,4,5,4,4,5,5,4,5,nan,nan,Sinh viên,0.0,False,2026-01-20 17:04:34.520,False,False,False,False,1,1.0,False,20d9bbe9ee863ee217c640c52e642d16,1,False,False
2026-01-20 17:04:57.994,Nam,Dưới 25,Sinh viên,Khác,Dưới 5 năm,ĐẠI HỌC NGOẠI THƯƠNG,1,2,1,2,3,nan,Không có,3,4,3,4,3,nan,3,3,2,1,4,4,5,3,4,4,4,4,4,3,4,3,4,nan,nan,Sinh viên,0.0,False,2026-01-20 17:04:57.994,False,False,False,False,1,1.0,False,5618bc469294781a8bdb343d744a2b68,1,False,False
2026-01-20 17:05:43.482,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường đại học Ngoại Thương,4,4,4,5,4,nan,nan,5,5,5,4,4,nan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 17:05:43.482,False,False,False,False,1,1.0,False,f453d73cbfdf72c792433bf5862f5b79,1,False,False
2026-01-20 17:06:45.227,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,4,4,4,"Dễ hiểu, ai cũng có thể học được","Còn hơi chung chung, mơ hồ",5,4,4,4,4,nan,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 17:06:45.227,False,False,False,False,1,1.0,False,668fd49ba5b38b2677c05f872cda7688,1,False,False
2026-01-20 17:08:24.166,Nữ,Dưới 25,Sinh viên,Khác,nan,Trường Đại học Ngoại thương,4,4,4,3,3,nan,nan,5,4,4,4,4,nan,3,3,4,4,4,4,5,4,4,4,4,5,5,5,4,3,4,nan,nan,Sinh viên,0.0,False,2026-01-20 17:08:24.166,False,False,False,False,1,,False,7d0b59bb3ebbf15c746afaf49819ea0e,1,False,False
2026-01-20 17:09:36.415,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,3,3,2,3,3,Nhiều hoạt động giúp xây dựng và rèn luyện kỹ năng mềm,Cân đối giữa lý thuyết và thực hành,4,3,3,3,3,Khai thác học liệu số hiệu quả,4,4,4,2,3,5,3,5,3,4,3,3,4,5,4,4,4,Đổi mới phương pháp đào tại,Chưa tìm được cách triển khai phù hợp,Sinh viên,0.0,False,2026-01-20 17:09:36.415,False,False,False,False,1,1.0,False,aebbfbc89161baec069d5f3baff4c88b,1,False,False
2026-01-20 17:09:54.172,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường đại học Ngoại Thương,4,5,5,5,5,"Thông tin có tính chuẩn xác cao, áp dụng được vào thực tế.","Chưa có sự kết hợp giữa lý thuyết và thực tiễn, nhà trường chưa áp vào các tình huống xã hội và bắt giải quyết, muốn phải tự.",5,3,5,5,3,"Nên cứng ngắc hơn, hiện tại giảng viên đang ""hiền"", thành ra cảm nhận như môn học không quá quan trọng, lãng quên sự cần thiết của môn học.",5,5,5,5,4,4,2,5,3,2,4,1,3,2,3,3,3,"Lý thuyết đi đôi với thực hành, mọi lúc, mọi nơi, tất cả lý thuyết cần có thực hành đi kèm, nếu không chỉ là lý thuyết suông và rất nhanh quên.","Không đủ thời gian giảng dạy trên lớp, giao về nhà thì áp lực sinh viên, chèn ép giờ tự học các môn khác, thực ra sinh viên ( như em ) bị lười thôi chứ giao gì mà làm chả xong ạ, nhưng mà có làm đâu, lười lắm, lướt mạng cho nó ngu người đi thích hơn.",Sinh viên,0.0,False,2026-01-20 17:09:54.172,False,False,False,False,1,1.0,False,60dccf3a4d6819ce8e362418dcea7898,1,False,False
2026-01-20 17:11:05.388,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại Học Ngoại Thương,4,4,4,4,5,Kết hợp AI CNS,quá nhiều ngành chưa nghiên cứu trọng tâm,4,4,4,4,5,Tránh tác động AI,4,4,4,4,4,4,5,4,4,5,5,4,4,4,5,5,5,"Đổi mới chương trình đào tạo theo hướng giảm nặng lý thuyết, tăng các học phần ứng dụng, phân tích tình huống (case study), mô phỏng kinh tế, tài chính, kinh doanh.",cơ sở vật chất,Sinh viên,0.0,False,2026-01-20 17:11:05.388,False,False,False,False,1,1.0,False,e4ac58e32317b3c73d3c96504b0147c3,1,False,False
2026-01-20 17:13:06.740,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,5,5,5,5,5,nan,nan,5,5,5,5,5,nan,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nan,Diện tích khuôn viên trường,Sinh viên,0.0,False,2026-01-20 17:13:06.740,False,False,False,False,1,1.0,False,f23b1ca5f5f619b19ef61d0fa986580d,1,False,False
2026-01-20 17:15:12.616,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đạo học Ngoại Thương,4,4,5,4,5,Phát triển và định hướng nghề nghiệp,Giáo trình giảng dạy cần thêm chi tiết và thực tiễn,4,4,5,5,4,Giao tiếp và chia sẻ với sinh viên,3,4,3,5,5,5,4,5,5,5,4,5,4,4,5,4,5,Không,Không,Sinh viên,0.0,False,2026-01-20 17:15:12.616,False,False,False,False,1,1.0,False,9f296224f10aeacc90aa24b265f80293,1,False,False
2026-01-20 17:16:32.427,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,ĐẠI HỌC NGOẠI THƯƠNG,3,3,4,5,4,"Sau khi học xong, sinh viên có khả năng làm việc ở nhiều nhóm ngành nghề khác nhau","Thời lượng dành cho mỗi học phần quá ít, trong khi khối lượng kiến thức lại rất lớn. Điều này gây ra tình trạng học nhồi, học vẹt ở nhiều sinh viên. E hi vọng sinh viên có thể thực sự hiểu sâu và áp dụng kiến thức vào thực thế.",3,3,3,4,3,E mong rằng trường mời thêm giảng viên để không xảy ra tình trạng quá tải cho các thầy cô hiện tại. Đôi khi thầy cô quá bận bịu khiến cho chất lượng buổi học bị ảnh hưởng gián tiếp.,1,1,1,1,2,2,2,2,3,3,3,3,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 17:16:32.427,False,False,False,False,1,1.0,False,193e4a6d01eb17f2c8725239ebea9dbf,1,False,False
2026-01-20 17:17:14.596,Nữ,Dưới 25,Sinh viên,Đại học,nan,nan,5,5,5,4,5,"Chương trình đã bước đầu cập nhật các nội dung hiện đại như Kinh tế số, AI và Big Data, giúp sinh viên tiếp cận sớm với xu hướng công nghệ đang thay đổi nhanh chóng của thị trường.",Mặc dù có đưa vào các học phần công nghệ mới nhưng thời lượng thực hành trên các công cụ thực tế còn ít. Sinh viên mới chỉ dừng lại ở việc biết lý thuyết chứ chưa thực sự thành thạo kỹ năng số để áp dụng vào công việc ngay.,5,4,4,4,4,"Kỹ năng số và ứng dụng công nghệ trong giảng dạy: Giảng viên cần thành thạo các công cụ số mới (như AI tools, phần mềm phân tích) để hướng dẫn sinh viên thực hành thay vì chỉ dạy lý thuyết.",4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,"Số hóa toàn diện chương trình đào tạo. Tích hợp sâu các môn học về Khoa học dữ liệu (Data Science), Trí tuệ nhân tạo (AI) vào chuyên ngành kinh tế để tạo ra nhân sự lai (hybrid) mà thị trường đang khát.",Tư duy ngại thay đổi (inertia) từ chính đội ngũ giảng viên và quản lý. Việc chuyển đổi từ phương pháp truyền thống sang phương pháp số đòi hỏi nỗ lực học hỏi lại rất lớn.,Sinh viên,0.0,False,2026-01-20 17:17:14.596,False,False,False,False,1,,False,1b0d88404e26b78d2bca2038af1bd9d8,1,False,False
2026-01-20 17:17:35.112,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,FTU,3,2,4,4,4,tốt,không có,4,4,4,4,4,tâm huyết,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,ko biết,ko biết,Sinh viên,0.0,False,2026-01-20 17:17:35.112,False,False,False,False,1,1.0,False,958eeec59bc9825f8f3d5681839946ce,1,False,False
2026-01-20 17:18:14.185,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,4,4,4,4,4,"Chương trình đào tạo kinh tế số luôn cập nhật, gắn với thực tiễn và liên tục được tích hợp theo môi trường làm việc tương lai","Tăng cường các yếu tố áp dụng AI, công nghệ thông tin vào trong giảng dạy và định hướng kĩ càng hơn, có chiều sâu về cách áp dụng công nghệ hiệu quả, đa dạng trong kỉ nguyên số",4,3,4,3,4,Hướng dẫn sử dụng công nghệ thông tin và dữ liệu từ AI hiệu quả và cách hướng dẫn áp dụng dễ hiểu,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,"Giải pháp là được tiếp cận nhiều hơn với các ứng dụng công nghệ, công cụ kinh tế để nghiên cứu, phát triển các giải pháp áp dụng cho đa dạng nền kinh tế","Nguồn lực giảng dạy công nghệ, kinh phí đầu tư thiết bị hiện đại còn hạn chế, chưa hiệu quả để áp dụng kinh tế số hay thực hiện chuyển đổi số trong kinh tế hiệu quả",Sinh viên,0.0,False,2026-01-20 17:18:14.185,False,False,False,False,1,1.0,False,a1f459dee66251aaa7b9f3b055f6621e,1,False,False
2026-01-20 17:21:58.806,Nam,Dưới 25,Sinh viên,Đại học,nan,Trường đại học Ngoại thương,4,4,3,5,4,Tính linh hoạt và sự cập nhật xu hướng,nan,5,4,4,4,5,nan,3,4,3,4,4,5,5,4,4,5,4,3,4,3,4,4,3,nan,nan,Sinh viên,0.0,False,2026-01-20 17:21:58.806,False,False,False,False,1,,False,ed2ac4195075be15951f9ed497d4d61d,1,False,False
2026-01-20 17:23:11.204,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại Học Ngoại Thương,5,5,3,3,4,"Dễ hiểu, kiến thức rộng","Không hiện đại, cần tính thực tế hơn",5,5,4,4,5,Ứng dụng công nghệ số,5,5,4,4,3,5,4,5,5,5,5,4,5,5,5,5,5,"Đào tạo và tích hợp ứng dụng công nghệ hiện đại (AI,...)",sự ủng hộ của giảng viên và chi phí,Sinh viên,0.0,False,2026-01-20 17:23:11.204,False,False,False,False,1,1.0,False,99b715d86c4e1947f3f7f4469b440587,1,False,False
2026-01-20 17:24:26.229,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,4,2,3,nan,nan,2,3,2,4,3,nan,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,nan,nan,Sinh viên,0.0,False,2026-01-20 17:24:26.229,False,False,False,False,1,1.0,False,6327bde8e4a122459bcd8899dcb9a42a,1,False,False
2026-01-20 17:26:21.457,Nữ,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại Thương,5,5,5,5,5,nan,nan,5,5,5,5,5,nan,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 17:26:21.457,False,False,False,False,1,,False,7e2f7a8950e6ddcbf7ada673f10bb435,1,False,False
2026-01-20 17:27:14.303,Nam,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại Thương,5,4,5,4,4,"giảng viên chất lượng, nhiệt huyết và tận tâm với nghề",ngành học hơi nặng về lý thuyết,5,5,5,4,5,em không nghĩ mình đủ khả năng để đưa ra đề xuất này,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,Theo em thì nên thực tiễn nhiều hơn,có lẽ nằm ở chinh sinh viên chúng em,Sinh viên,0.0,False,2026-01-20 17:27:14.303,False,False,False,False,1,,False,dece1562dc16964239c6f1b419394d53,1,False,False
2026-01-20 17:27:25.460,Nam,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại Thương,3,3,3,3,3,nan,nan,4,4,4,3,4,nan,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3,nan,nan,Sinh viên,0.0,False,2026-01-20 17:27:25.460,False,False,False,False,1,,False,7fd36220cbf8ca687fea5124c6e97ca7,1,False,False
2026-01-20 17:29:10.487,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,4,4,4,"Đã có những cập nhật thay đổi theo xu hướng công nghệ hiện đại, xây dựng được các lớp học đào tạo cơ bản nâng cao nhận thức của người học.",Còn nhiều hạn chế trong hướng dẫn sinh viên áp dụng kiến thức sách vở vào thực tế.,5,4,3,4,4,"Nắm bắt nhu cầu thực tế của học sinh, lấy học sinh làm trọng tâm cho bài giảng.",4,5,4,4,4,4,5,5,3,3,3,2,5,5,5,5,5,"Xây dựng lộ trình học hướng đến sinh viên, gần gũi với thực tế và sẵn sàng thay đổi để bắt kịp xu hướng",Các giải pháp đang tồn tại,Sinh viên,0.0,False,2026-01-20 17:29:10.487,False,False,False,False,1,1.0,False,49fce9f4dfcbb4663b839d955f5c123a,1,False,False
2026-01-20 17:32:35.394,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,5,5,4,5,4,"Chương trình gắn với thực tiễn kinh tế số, giúp sinh viên có kỹ năng công nghệ và thích ứng nhanh với thị trường lao động.","Hạn chế lớn nhất là nội dung còn nặng lý thuyết, thiếu thực hành và trải nghiệm thực tế trong môi trường kinh tế số.",4,5,4,5,4,"Cần ưu tiên bồi dưỡng năng lực công nghệ số và khả năng ứng dụng dữ liệu, AI trong giảng dạy và nghiên cứu.",4,4,4,5,4,4,5,5,5,4,5,5,5,4,5,5,4,Gắn đào tạo với nhu cầu doanh nghiệp và kinh tế số.,"Thiếu nguồn lực, hạ tầng công nghệ và sự liên kết chặt chẽ giữa nhà trường với doanh nghiệp.",Sinh viên,0.0,False,2026-01-20 17:32:35.394,False,False,False,False,1,1.0,False,0ca709128bd9fcb288bef94a90bb2447,1,False,False
2026-01-20 17:34:06.240,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,5,5,4,4,4,Chương trình có tiếng Anh,Một vài môn giáo viên nói tiếng anh chưa hiểu lắm,5,4,4,4,4,Tiếng Anh,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,Đào tạo kĩ các kiến thức cơ bản cho sinh viên trước khi chỉ dạy kiến thức nâng cao,"Chi phí
Nhân lực",Sinh viên,0.0,False,2026-01-20 17:34:06.240,False,False,False,False,1,1.0,False,15073cf95b4ea705aa4d436823216928,1,False,False
2026-01-20 18:28:26.102,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường đại học Ngoại Thương,3,4,4,2,4,Cung cấp đầy đủ những kiến thức về kinh tế,Chưa có nhiều cơ hội thực hành áp dụng mà chỉ phụ thuộc vào yếu tố bên ngoài,5,4,4,5,4,Ứng dụng và thích nghi với sự thay đổi công nghệ số,3,2,2,2,4,5,4,5,4,3,3,3,4,4,3,5,4,Thích nghi với thị trường,Mới chỉ được đề ra chưa thực sự nghiên cứu sâu,Sinh viên,0.0,False,2026-01-20 18:28:26.102,False,False,False,False,1,1.0,False,1f766692ef9f9d763cca12e9aa481be6,1,False,False
2026-01-20 18:29:06.451,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại Thương,4,5,5,4,4,nan,nan,5,4,4,4,4,nan,5,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,nan,nan,Sinh viên,0.0,False,2026-01-20 18:29:06.451,False,False,False,False,1,1.0,False,56e341d8b8d54e88535cf021f1eff43c,1,False,False
2026-01-20 18:31:59.770,Nam,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại Thương,3,3,3,3,3,nan,nan,5,5,5,5,5,nan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 18:31:59.770,False,False,False,False,1,,False,045167a4e3e3c953976399ea00e69c47,1,False,False
2026-01-20 18:32:01.657,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,5,5,5,5,5,nan,nan,5,5,5,5,5,nan,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 18:32:01.657,False,False,False,False,1,1.0,False,c76cc27e5257470cf4369a3cbeffdfd1,1,False,False
2026-01-20 18:33:37.420,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,Trường ĐH Ngoại thương,5,5,4,4,4,Cập nhật đầy đủ kiến thức,"Cần thêm nhiều nội dung mang tính thực tiễn, ứng dụng",5,5,5,5,5,Không có,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,"Phổ cập những thông tin mới nhất trong ngành, kết hợp với trải nghiệm thực tiễn ngay từ sớm",Nhiều ngành học chưa được cập nhật về sự đổi mới liên tục hiện nay,Sinh viên,0.0,False,2026-01-20 18:33:37.420,False,False,False,False,1,1.0,False,fa85b6f199f1a956859f794bb6ea17a0,1,False,False
2026-01-20 18:36:10.753,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,3,3,3,2,3,Em nghĩ chương trình đào tạo cung cấp 1 lượng kiến thức khá đầy đủ về chuyên ngành.,Em thấy chương trình còn chưa được cập nhật liên tục.,4,4,3,3,3,"Năng lực ngoại ngữ, sư phạm",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Nâng cao tính ứng dụng của chương trình đào tạo,"Năng lực ngoại ngữ, sử dụng công nghệ thông tin",Sinh viên,0.0,False,2026-01-20 18:36:10.753,False,False,False,False,1,1.0,False,88b274519ff1a7dcd01d8e68f7244392,1,False,False
